,estalt,vario,elapsed,timestamp
5322,-223.0,-1.0,0.014,1681843804.11
5323,-290.0,-1.0,0.015,1681843804.19
5324,-215.0,-1.0,0.015,1681843804.27
5325,-231.0,-1.0,0.015,1681843804.35
5326,-173.0,-1.0,0.015,1681843804.43
5327,-223.0,-1.0,0.015,1681843804.51
5328,-256.0,-1.0,0.015,1681843804.59
5329,-164.0,-1.0,0.015,1681843804.67
5330,,,,
5331,-1734.0,-44.0,0.015,1681843804.75
5332,,,,
5333,-206.0,-1.0,0.015,1681843804.91
5334,-215.0,-1.0,0.015,1681843804.99
5335,-148.0,-1.0,0.015,1681843805.07
5336,-173.0,-1.0,0.015,1681843805.15
5337,-198.0,-1.0,0.015,1681843805.23
5338,-240.0,-1.0,0.014,1681843805.31
5339,-156.0,-1.0,0.015,1681843805.39
5340,-164.0,-1.0,0.014,1681843805.47
5341,-215.0,-1.0,0.015,1681843805.55
5342,-198.0,-1.0,0.015,1681843805.63
5343,-215.0,-1.0,0.015,1681843805.71
5344,-181.0,-1.0,0.015,1681843805.79
5345,-231.0,-1.0,0.015,1681843805.87
5346,-248.0,-1.0,0.015,1681843805.95
5347,-215.0,-1.0,0.015,1681843806.03
5348,-206.0,-1.0,0.015,1681843806.11
5349,,,,
5350,,,,
5351,47.0,-89.0,0.015,1681843806.22
5352,-1699.0,4.0,0.015,1681843806.30
5353,,,,
5354,-215.0,-1.0,0.015,1681843806.46
5355,-223.0,-1.0,0.015,1681843806.54
5356,-198.0,-1.0,0.015,1681843806.62
5357,-223.0,-1.0,0.015,1681843806.70
5358,-223.0,-1.0,0.015,1681843806.78
5359,-181.0,-1.0,0.015,1681843806.86
5360,-198.0,-1.0,0.015,1681843806.94
5361,-240.0,-1.0,0.015,1681843807.02
5362,-198.0,-1.0,0.015,1681843807.10
5363,-173.0,-1.0,0.015,1681843807.18
5364,-215.0,-1.0,0.015,1681843807.26
5365,-198.0,-1.0,0.015,1681843807.34
5366,-164.0,-1.0,0.014,1681843807.42
5367,-223.0,-1.0,0.015,1681843807.50
5368,-215.0,-1.0,0.015,1681843807.58
5369,-248.0,-1.0,0.014,1681843807.66
5370,-231.0,-1.0,0.014,1681843807.74
5371,-223.0,-1.0,0.015,1681843807.82
5372,-181.0,-1.0,0.015,1681843807.90
5373,-223.0,-1.0,0.015,1681843807.98
5374,-231.0,-1.0,0.014,1681843808.06
5375,-164.0,-1.0,0.015,1681843808.14
5376,-231.0,-1.0,0.015,1681843808.22
5377,-206.0,-1.0,0.015,1681843808.30
5378,-231.0,-1.0,0.015,1681843808.38
5379,-173.0,-1.0,0.015,1681843808.46
5380,-206.0,-1.0,0.015,1681843808.54
5381,-164.0,-1.0,0.015,1681843808.62
5382,-164.0,-1.0,0.014,1681843808.70
5383,-156.0,-1.0,0.015,1681843808.78
5384,-173.0,-1.0,0.015,1681843808.86
5385,-148.0,-1.0,0.014,1681843808.94
5386,-189.0,-1.0,0.015,1681843809.02
5387,,,,
5388,-215.0,-1.0,0.015,1681843809.17
5389,-223.0,-1.0,0.015,1681843809.25
5390,-240.0,-1.0,0.014,1681843809.32
5391,-198.0,-1.0,0.014,1681843809.41
5392,-164.0,-1.0,0.015,1681843809.49
5393,-248.0,-1.0,0.015,1681843809.57
5394,-282.0,-1.0,0.015,1681843809.65
5395,-206.0,-1.0,0.015,1681843809.73
5396,-231.0,-1.0,0.015,1681843809.81
5397,-290.0,-1.0,0.015,1681843809.89
5398,-181.0,-1.0,0.015,1681843809.97
5399,-256.0,-1.0,0.015,1681843810.04
5400,-240.0,-1.0,0.014,1681843810.12
5401,-189.0,-1.0,0.014,1681843810.20
5402,-223.0,-1.0,0.015,1681843810.29
5403,-223.0,-1.0,0.015,1681843810.37
5404,-164.0,-1.0,0.015,1681843810.45
5405,-256.0,-1.0,0.014,1681843810.53
5406,,,,
5407,-1514.0,-97.0,0.0,1681843810.63
5408,,,,
5409,-282.0,-1.0,0.015,1681843810.78
5410,-231.0,-1.0,0.015,1681843810.86
5411,-231.0,-1.0,0.015,1681843810.94
5412,-223.0,-1.0,0.015,1681843811.02
5413,-248.0,-1.0,0.014,1681843811.10
5414,-164.0,-1.0,0.015,1681843811.18
5415,-189.0,-1.0,0.015,1681843811.26
5416,-206.0,-1.0,0.014,1681843811.34
5417,-139.0,-1.0,0.015,1681843811.42
5418,-181.0,-1.0,0.015,1681843811.50
5419,-206.0,-1.0,0.014,1681843811.58
5420,-248.0,-1.0,0.015,1681843811.66
5421,-181.0,-1.0,0.015,1681843811.74
5422,-290.0,-1.0,0.015,1681843811.82
5423,-290.0,-1.0,0.015,1681843811.90
5424,-265.0,-1.0,0.015,1681843811.98
5425,-307.0,-1.0,0.015,1681843812.06
5426,23.0,-70.0,0.013,1681843812.11
5427,-173.0,-1.0,0.015,1681843812.19
5428,-198.0,-1.0,0.015,1681843812.27
5429,-173.0,-1.0,0.015,1681843812.35
5430,-231.0,-1.0,0.015,1681843812.43
5431,-181.0,-1.0,0.015,1681843812.51
5432,-173.0,-1.0,0.015,1681843812.59
5433,-173.0,-1.0,0.016,1681843812.67
5434,-173.0,-1.0,0.015,1681843812.75
5435,-223.0,-1.0,0.014,1681843812.83
5436,-231.0,-1.0,0.014,1681843812.91
5437,-156.0,-1.0,0.015,1681843812.99
5438,-189.0,-1.0,0.015,1681843813.07
5439,-248.0,-1.0,0.015,1681843813.15
5440,-231.0,-1.0,0.015,1681843813.23
5441,-215.0,-1.0,0.014,1681843813.31
5442,-206.0,-1.0,0.015,1681843813.39
5443,-265.0,-1.0,0.015,1681843813.47
5444,-148.0,-1.0,0.015,1681843813.55
5445,,,,
5446,,,,
5447,,,,
5448,,,,
5449,1500.0,1500.0,0.015,1681843813.74
5450,-273.0,-1.0,0.015,1681843813.82
5451,19.0,-91.0,0.015,1681843813.90
5452,-215.0,-1.0,0.015,1681843813.98
5453,-215.0,-1.0,0.015,1681843814.06
5454,-189.0,-1.0,0.015,1681843814.14
5455,-156.0,-1.0,0.015,1681843814.22
5456,-248.0,-1.0,0.014,1681843814.30
5457,-240.0,-1.0,0.015,1681843814.38
5458,-206.0,-1.0,0.014,1681843814.46
5459,-189.0,-1.0,0.014,1681843814.54
5460,-273.0,-1.0,0.015,1681843814.62
5461,-198.0,-1.0,0.015,1681843814.70
5462,-248.0,-1.0,0.015,1681843814.78
5463,-189.0,-1.0,0.015,1681843814.86
5464,,,,
5465,,,,
5466,1500.0,1500.0,0.015,1681843815.01
5467,-215.0,-1.0,0.015,1681843815.09
5468,-206.0,-1.0,0.015,1681843815.17
5469,-189.0,-1.0,0.015,1681843815.25
5470,-181.0,-1.0,0.014,1681843815.33
5471,-198.0,-1.0,0.015,1681843815.41
5472,-198.0,-1.0,0.014,1681843815.49
5473,-206.0,-1.0,0.015,1681843815.57
5474,-189.0,-1.0,0.015,1681843815.65
5475,-240.0,-1.0,0.014,1681843815.73
5476,-206.0,-1.0,0.015,1681843815.81
5477,-307.0,-1.0,0.015,1681843815.89
5478,-273.0,-1.0,0.015,1681843815.97
5479,-256.0,-1.0,0.015,1681843816.05
5480,-273.0,-1.0,0.014,1681843816.13
5481,-273.0,-1.0,0.014,1681843816.21
5482,-240.0,-1.0,0.015,1681843816.29
5483,,,,
5484,,,,
5485,-206.0,-1.0,0.006,1681843816.37
5486,5.0,-127.0,0.015,1681843816.45
5487,-1679.0,24.0,0.015,1681843816.53
5488,,,,
5489,-223.0,-1.0,0.015,1681843816.69
5490,-173.0,-1.0,0.015,1681843816.77
5491,-215.0,-1.0,0.015,1681843816.85
5492,-223.0,-1.0,0.014,1681843816.93
5493,-173.0,-1.0,0.015,1681843817.01
5494,-215.0,-1.0,0.015,1681843817.09
5495,-248.0,-1.0,0.015,1681843817.17
5496,-248.0,-1.0,0.014,1681843817.25
5497,-206.0,-1.0,0.014,1681843817.33
5498,-223.0,-1.0,0.014,1681843817.41
5499,-189.0,-1.0,0.015,1681843817.49
5500,-173.0,-1.0,0.015,1681843817.57
5501,-248.0,-1.0,0.015,1681843817.65
5502,-206.0,-1.0,0.014,1681843817.73
5503,-206.0,-1.0,0.015,1681843817.81
5504,-139.0,-1.0,0.015,1681843817.89
5505,-256.0,-1.0,0.015,1681843817.97
5506,-206.0,-1.0,0.015,1681843818.05
5507,-223.0,-1.0,0.014,1681843818.13
5508,-231.0,-1.0,0.015,1681843818.21
5509,-181.0,-1.0,0.014,1681843818.28
5510,-240.0,-1.0,0.015,1681843818.37
5511,-223.0,-1.0,0.015,1681843818.45
5512,-248.0,-1.0,0.014,1681843818.53
5513,-181.0,-1.0,0.015,1681843818.61
5514,-123.0,-1.0,0.015,1681843818.69
5515,-164.0,-1.0,0.015,1681843818.77
5516,-265.0,-1.0,0.015,1681843818.85
5517,-256.0,-1.0,0.014,1681843818.93
5518,-156.0,-1.0,0.015,1681843819.01
5519,-298.0,-1.0,0.015,1681843819.09
5520,-189.0,-1.0,0.015,1681843819.17
5521,,,,
5522,-173.0,-1.0,0.014,1681843819.31
5523,-206.0,-1.0,0.015,1681843819.39
5524,-240.0,-1.0,0.015,1681843819.47
5525,-206.0,-1.0,0.014,1681843819.55
5526,-282.0,-1.0,0.015,1681843819.63
5527,-164.0,-1.0,0.015,1681843819.71
5528,-256.0,-1.0,0.015,1681843819.79
5529,-156.0,-1.0,0.015,1681843819.87
5530,-265.0,-1.0,0.015,1681843819.95
5531,-181.0,-1.0,0.015,1681843820.03
5532,-273.0,-1.0,0.015,1681843820.11
5533,-215.0,-1.0,0.015,1681843820.19
5534,-206.0,-1.0,0.015,1681843820.27
5535,-248.0,-1.0,0.015,1681843820.35
5536,-189.0,-1.0,0.015,1681843820.43
5537,-164.0,-1.0,0.014,1681843820.51
5538,-206.0,-1.0,0.015,1681843820.59
5539,-248.0,-1.0,0.015,1681843820.67
5540,,,,
5541,1705.0,59.0,0.0,1681843820.77
5542,-69.0,88.0,0.015,1681843820.85
5543,-198.0,-1.0,0.015,1681843820.93
5544,-215.0,-1.0,0.015,1681843821.01
5545,-206.0,-1.0,0.015,1681843821.09
5546,-173.0,-1.0,0.014,1681843821.16
5547,-181.0,-1.0,0.014,1681843821.25
5548,-256.0,-1.0,0.014,1681843821.33
5549,-256.0,-1.0,0.015,1681843821.41
5550,-215.0,-1.0,0.015,1681843821.49
5551,-256.0,-1.0,0.015,1681843821.57
5552,-189.0,-1.0,0.015,1681843821.65
5553,-173.0,-1.0,0.015,1681843821.73
5554,-273.0,-1.0,0.015,1681843821.81
5555,-181.0,-1.0,0.015,1681843821.89
5556,-198.0,-1.0,0.014,1681843821.97
5557,-290.0,-1.0,0.015,1681843822.05
5558,-206.0,-1.0,0.015,1681843822.13
5559,-248.0,-1.0,0.015,1681843822.21
5560,,,,
5561,-223.0,-1.0,0.015,1681843822.35
5562,-273.0,-1.0,0.015,1681843822.43
5563,-240.0,-1.0,0.014,1681843822.51
5564,-215.0,-1.0,0.015,1681843822.59
5565,-215.0,-1.0,0.015,1681843822.67
5566,-307.0,-1.0,0.015,1681843822.75
5567,-307.0,-1.0,0.014,1681843822.83
5568,-265.0,-1.0,0.014,1681843822.91
5569,-248.0,-1.0,0.014,1681843822.99
5570,-248.0,-1.0,0.015,1681843823.07
5571,-223.0,-1.0,0.015,1681843823.15
5572,-206.0,-1.0,0.015,1681843823.23
5573,-298.0,-1.0,0.015,1681843823.31
5574,-181.0,-1.0,0.015,1681843823.39
5575,-282.0,-1.0,0.015,1681843823.47
5576,-231.0,-1.0,0.015,1681843823.55
5577,-206.0,-1.0,0.015,1681843823.63
5578,-273.0,-1.0,0.015,1681843823.71
5579,,,,
5580,,,,
5581,,,,
5582,1500.0,1500.0,0.016,1681843823.81
5583,-173.0,-1.0,0.015,1681843823.89
5584,-74.0,90.0,0.015,1681843823.97
5585,1705.0,77.0,0.015,1681843824.05
5586,,,,
5587,-248.0,-1.0,0.015,1681843824.21
5588,-173.0,-1.0,0.016,1681843824.29
5589,-173.0,-1.0,0.015,1681843824.37
5590,-240.0,-1.0,0.015,1681843824.45
5591,-256.0,-1.0,0.014,1681843824.53
5592,-256.0,-1.0,0.015,1681843824.61
5593,-164.0,-1.0,0.015,1681843824.69
5594,-215.0,-1.0,0.015,1681843824.77
5595,-273.0,-1.0,0.015,1681843824.85
5596,-206.0,-1.0,0.014,1681843824.93
5597,-189.0,-1.0,0.015,1681843825.01
5598,,,,
5599,-74.0,91.0,0.001,1681843825.06
5600,1705.0,76.0,0.015,1681843825.13
5601,,,,
5602,-231.0,-1.0,0.015,1681843825.29
5603,-256.0,-1.0,0.015,1681843825.37
5604,-240.0,-1.0,0.015,1681843825.45
5605,-173.0,-1.0,0.014,1681843825.53
5606,-206.0,-1.0,0.015,1681843825.61
5607,-206.0,-1.0,0.015,1681843825.69
5608,-256.0,-1.0,0.015,1681843825.77
5609,-173.0,-1.0,0.015,1681843825.85
5610,-139.0,-1.0,0.015,1681843825.93
5611,-215.0,-1.0,0.015,1681843826.01
5612,-240.0,-1.0,0.015,1681843826.09
5613,-223.0,-1.0,0.015,1681843826.17
5614,-215.0,-1.0,0.015,1681843826.25
5615,-206.0,-1.0,0.015,1681843826.33
5616,-223.0,-1.0,0.015,1681843826.41
5617,,,,
5618,,,,
5619,1705.0,77.0,0.015,1681843826.56
5620,,,,
5621,-173.0,-1.0,0.014,1681843826.72
5622,-206.0,-1.0,0.015,1681843826.80
5623,-206.0,-1.0,0.015,1681843826.88
5624,-256.0,-1.0,0.015,1681843826.96
5625,-256.0,-1.0,0.015,1681843827.04
5626,-173.0,-1.0,0.015,1681843827.12
5627,-223.0,-1.0,0.015,1681843827.20
5628,-156.0,-1.0,0.015,1681843827.28
5629,-215.0,-1.0,0.015,1681843827.36
5630,-189.0,-1.0,0.015,1681843827.44
5631,-215.0,-1.0,0.015,1681843827.52
5632,-256.0,-1.0,0.015,1681843827.60
5633,-215.0,-1.0,0.014,1681843827.68
5634,-231.0,-1.0,0.015,1681843827.76
5635,-206.0,-1.0,0.015,1681843827.84
5636,,,,
5637,-256.0,-1.0,0.015,1681843827.98
5638,-148.0,-1.0,0.015,1681843828.06
5639,-198.0,-1.0,0.015,1681843828.14
5640,-206.0,-1.0,0.015,1681843828.22
5641,-240.0,-1.0,0.015,1681843828.30
5642,-240.0,-1.0,0.015,1681843828.38
5643,-148.0,-1.0,0.015,1681843828.46
5644,-189.0,-1.0,0.015,1681843828.54
5645,-198.0,-1.0,0.015,1681843828.62
5646,-265.0,-1.0,0.015,1681843828.70
5647,-206.0,-1.0,0.015,1681843828.78
5648,-131.0,-1.0,0.015,1681843828.86
5649,-273.0,-1.0,0.015,1681843828.94
5650,-189.0,-1.0,0.014,1681843829.02
5651,-231.0,-1.0,0.014,1681843829.10
5652,-223.0,-1.0,0.015,1681843829.18
5653,-223.0,-1.0,0.015,1681843829.26
5654,-206.0,-1.0,0.015,1681843829.34
5655,,,,
5656,-189.0,-1.0,0.015,1681843829.49
5657,-256.0,-1.0,0.015,1681843829.57
5658,-189.0,-1.0,0.015,1681843829.65
5659,-223.0,-1.0,0.014,1681843829.72
5660,-231.0,-1.0,0.014,1681843829.80
5661,-240.0,-1.0,0.015,1681843829.89
5662,-223.0,-1.0,0.015,1681843829.97
5663,-298.0,-1.0,0.015,1681843830.05
5664,-248.0,-1.0,0.015,1681843830.13
5665,-248.0,-1.0,0.015,1681843830.21
5666,-173.0,-1.0,0.015,1681843830.29
5667,-324.0,-1.0,0.015,1681843830.37
5668,-189.0,-1.0,0.015,1681843830.45
5669,-248.0,-1.0,0.015,1681843830.53
5670,-265.0,-1.0,0.014,1681843830.61
5671,-189.0,-1.0,0.015,1681843830.69
5672,-189.0,-1.0,0.015,1681843830.77
5673,-248.0,-1.0,0.015,1681843830.85
5674,,,,
5675,1706.0,76.0,0.0,1681843830.95
5676,-74.0,90.0,0.015,1681843831.02
5677,-223.0,-1.0,0.015,1681843831.10
5678,-215.0,-1.0,0.015,1681843831.18
5679,-215.0,-1.0,0.015,1681843831.26
5680,-223.0,-1.0,0.015,1681843831.34
5681,-231.0,-1.0,0.015,1681843831.42
5682,-206.0,-1.0,0.015,1681843831.50
5683,-248.0,-1.0,0.015,1681843831.58
5684,-240.0,-1.0,0.016,1681843831.66
5685,-282.0,-1.0,0.014,1681843831.74
5686,-231.0,-1.0,0.015,1681843831.82
5687,-223.0,-1.0,0.015,1681843831.90
5688,-240.0,-1.0,0.015,1681843831.98
5689,-240.0,-1.0,0.015,1681843832.06
5690,-256.0,-1.0,0.015,1681843832.14
5691,-223.0,-1.0,0.015,1681843832.22
5692,-265.0,-1.0,0.015,1681843832.30
5693,-223.0,-1.0,0.015,1681843832.38
5694,-74.0,90.0,0.013,1681843832.43
5695,-273.0,-1.0,0.015,1681843832.51
5696,-215.0,-1.0,0.015,1681843832.59
5697,-231.0,-1.0,0.015,1681843832.67
5698,-240.0,-1.0,0.014,1681843832.75
5699,-265.0,-1.0,0.015,1681843832.83
5700,-231.0,-1.0,0.015,1681843832.91
5701,-198.0,-1.0,0.015,1681843832.99
5702,-215.0,-1.0,0.015,1681843833.07
5703,-265.0,-1.0,0.015,1681843833.15
5704,-173.0,-1.0,0.014,1681843833.23
5705,-223.0,-1.0,0.014,1681843833.31
5706,-215.0,-1.0,0.015,1681843833.39
5707,-215.0,-1.0,0.015,1681843833.47
5708,-206.0,-1.0,0.015,1681843833.55
5709,-265.0,-1.0,0.015,1681843833.63
5710,-231.0,-1.0,0.014,1681843833.71
5711,-248.0,-1.0,0.015,1681843833.79
5712,-223.0,-1.0,0.015,1681843833.87
5713,,,,
5714,,,,
5715,,,,
5716,1500.0,1500.0,0.015,1681843833.97
5717,-181.0,-1.0,0.015,1681843834.05
5718,-73.0,90.0,0.015,1681843834.13
5719,1705.0,76.0,0.015,1681843834.21
5720,,,,
5721,-223.0,-1.0,0.015,1681843834.37
5722,-248.0,-1.0,0.015,1681843834.45
5723,-223.0,-1.0,0.014,1681843834.53
5724,-223.0,-1.0,0.015,1681843834.61
5725,-198.0,-1.0,0.015,1681843834.69
5726,-189.0,-1.0,0.015,1681843834.77
5727,-240.0,-1.0,0.015,1681843834.85
5728,-223.0,-1.0,0.015,1681843834.93
5729,-240.0,-1.0,0.015,1681843835.01
5730,-273.0,-1.0,0.015,1681843835.09
5731,-198.0,-1.0,0.015,1681843835.17
5732,,,,
5733,,,,
5734,,,,
5735,1500.0,1500.0,0.015,1681843835.36
5736,-206.0,-1.0,0.015,1681843835.44
5737,-240.0,-1.0,0.015,1681843835.52
5738,-240.0,-1.0,0.015,1681843835.60
5739,-215.0,-1.0,0.015,1681843835.68
5740,-198.0,-1.0,0.015,1681843835.76
5741,-215.0,-1.0,0.015,1681843835.84
5742,-223.0,-1.0,0.015,1681843835.92
5743,-256.0,-1.0,0.015,1681843836.00
5744,-164.0,-1.0,0.015,1681843836.08
5745,-215.0,-1.0,0.015,1681843836.16
5746,-198.0,-1.0,0.015,1681843836.24
5747,-240.0,-1.0,0.015,1681843836.32
5748,-231.0,-1.0,0.015,1681843836.40
5749,-189.0,-1.0,0.015,1681843836.48
5750,-198.0,-1.0,0.015,1681843836.56
5751,,,,
5752,-231.0,-1.0,0.014,1681843836.70
5753,-240.0,-1.0,0.015,1681843836.78
5754,-181.0,-1.0,0.015,1681843836.86
5755,-173.0,-1.0,0.015,1681843836.94
5756,-248.0,-1.0,0.015,1681843837.02
5757,-181.0,-1.0,0.015,1681843837.10
5758,-198.0,-1.0,0.015,1681843837.18
5759,-206.0,-1.0,0.015,1681843837.26
5760,-206.0,-1.0,0.015,1681843837.34
5761,-215.0,-1.0,0.015,1681843837.42
5762,-240.0,-1.0,0.015,1681843837.50
5763,-198.0,-1.0,0.015,1681843837.58
5764,-189.0,-1.0,0.014,1681843837.66
5765,-198.0,-1.0,0.015,1681843837.74
5766,-173.0,-1.0,0.015,1681843837.82
5767,-223.0,-1.0,0.015,1681843837.90
5768,-189.0,-1.0,0.015,1681843837.98
5769,-173.0,-1.0,0.015,1681843838.06
5770,,,,
5771,-189.0,-1.0,0.015,1681843838.19
5772,-206.0,-1.0,0.015,1681843838.27
5773,-206.0,-1.0,0.015,1681843838.35
5774,-181.0,-1.0,0.015,1681843838.43
5775,-173.0,-1.0,0.015,1681843838.51
5776,-181.0,-1.0,0.015,1681843838.59
5777,-198.0,-1.0,0.015,1681843838.67
5778,-164.0,-1.0,0.015,1681843838.75
5779,-198.0,-1.0,0.015,1681843838.83
5780,-173.0,-1.0,0.015,1681843838.91
5781,-231.0,-1.0,0.015,1681843838.99
5782,-131.0,-1.0,0.015,1681843839.07
5783,-215.0,-1.0,0.015,1681843839.15
5784,-189.0,-1.0,0.015,1681843839.23
5785,-231.0,-1.0,0.015,1681843839.31
5786,-240.0,-1.0,0.015,1681843839.39
5787,-189.0,-1.0,0.015,1681843839.47
5788,-189.0,-1.0,0.015,1681843839.55
5789,,,,
5790,,,,
5791,-189.0,-1.0,0.015,1681843839.76
5792,-223.0,-1.0,0.015,1681843839.84
5793,-231.0,-1.0,0.015,1681843839.92
5794,-189.0,-1.0,0.015,1681843840.00
5795,-256.0,-1.0,0.015,1681843840.08
5796,-231.0,-1.0,0.015,1681843840.16
5797,-215.0,-1.0,0.015,1681843840.24
5798,-181.0,-1.0,0.015,1681843840.32
5799,-156.0,-1.0,0.015,1681843840.40
5800,-256.0,-1.0,0.015,1681843840.48
5801,-198.0,-1.0,0.015,1681843840.56
5802,-181.0,-1.0,0.015,1681843840.64
5803,-189.0,-1.0,0.015,1681843840.72
5804,-206.0,-1.0,0.015,1681843840.80
5805,-198.0,-1.0,0.015,1681843840.88
5806,-189.0,-1.0,0.015,1681843840.96
5807,-198.0,-1.0,0.015,1681843841.04
5808,,,,
5809,-215.0,-1.0,0.015,1681843841.18
5810,-189.0,-1.0,0.015,1681843841.26
5811,-189.0,-1.0,0.015,1681843841.34
5812,-164.0,-1.0,0.015,1681843841.42
5813,-173.0,-1.0,0.015,1681843841.50
5814,-240.0,-1.0,0.015,1681843841.58
5815,-231.0,-1.0,0.015,1681843841.66
5816,-206.0,-1.0,0.015,1681843841.74
5817,-231.0,-1.0,0.015,1681843841.82
5818,-215.0,-1.0,0.015,1681843841.90
5819,-223.0,-1.0,0.015,1681843841.98
5820,-231.0,-1.0,0.015,1681843842.06
5821,-231.0,-1.0,0.016,1681843842.14
5822,-215.0,-1.0,0.015,1681843842.22
5823,-189.0,-1.0,0.016,1681843842.30
5824,-206.0,-1.0,0.016,1681843842.38
5825,-240.0,-1.0,0.015,1681843842.46
5826,-181.0,-1.0,0.015,1681843842.54
5827,-256.0,-1.0,0.015,1681843842.62
5828,-73.0,91.0,0.013,1681843842.67
5829,-156.0,-1.0,0.015,1681843842.75
5830,-273.0,-1.0,0.015,1681843842.83
5831,-189.0,-1.0,0.014,1681843842.91
5832,-198.0,-1.0,0.015,1681843842.99
5833,-215.0,-1.0,0.016,1681843843.07
5834,-173.0,-1.0,0.015,1681843843.15
5835,-114.0,-1.0,0.016,1681843843.23
5836,-223.0,-1.0,0.015,1681843843.31
5837,-231.0,-1.0,0.014,1681843843.39
5838,-215.0,-1.0,0.015,1681843843.47
5839,-248.0,-1.0,0.015,1681843843.55
5840,-198.0,-1.0,0.014,1681843843.63
5841,-240.0,-1.0,0.014,1681843843.71
5842,-223.0,-1.0,0.015,1681843843.79
5843,-231.0,-1.0,0.014,1681843843.87
5844,-223.0,-1.0,0.015,1681843843.95
5845,-248.0,-1.0,0.015,1681843844.03
5846,-181.0,-1.0,0.014,1681843844.11
5847,,,,
5848,,,,
5849,,,,
5850,,,,
5851,1500.0,1500.0,0.015,1681843844.25
5852,-231.0,-1.0,0.014,1681843844.33
5853,-73.0,91.0,0.015,1681843844.41
5854,1705.0,76.0,0.015,1681843844.49
5855,,,,
5856,-215.0,-1.0,0.015,1681843844.65
5857,-139.0,-1.0,0.015,1681843844.73
5858,-215.0,-1.0,0.015,1681843844.81
5859,-240.0,-1.0,0.014,1681843844.89
5860,-240.0,-1.0,0.015,1681843844.97
5861,-181.0,-1.0,0.014,1681843845.05
5862,-256.0,-1.0,0.015,1681843845.13
5863,-231.0,-1.0,0.014,1681843845.21
5864,-248.0,-1.0,0.014,1681843845.29
5865,-198.0,-1.0,0.015,1681843845.37
5866,,,,
5867,,,,
5868,1500.0,1500.0,0.015,1681843845.47
5869,-198.0,-1.0,0.015,1681843845.55
5870,-74.0,90.0,0.016,1681843845.63
5871,-156.0,-1.0,0.015,1681843845.71
5872,-206.0,-1.0,0.015,1681843845.79
5873,-282.0,-1.0,0.015,1681843845.87
5874,-231.0,-1.0,0.015,1681843845.95
5875,-198.0,-1.0,0.014,1681843846.03
5876,-273.0,-1.0,0.014,1681843846.11
5877,-248.0,-1.0,0.015,1681843846.19
5878,-173.0,-1.0,0.014,1681843846.27
5879,-206.0,-1.0,0.015,1681843846.35
5880,-215.0,-1.0,0.015,1681843846.43
5881,-215.0,-1.0,0.014,1681843846.51
5882,-164.0,-1.0,0.015,1681843846.59
5883,-231.0,-1.0,0.015,1681843846.67
5884,-248.0,-1.0,0.014,1681843846.75
5885,-74.0,89.0,0.001,1681843846.80
5886,-198.0,-1.0,0.015,1681843846.88
5887,-223.0,-1.0,0.015,1681843846.96
5888,-240.0,-1.0,0.014,1681843847.04
5889,-206.0,-1.0,0.015,1681843847.12
5890,-273.0,-1.0,0.015,1681843847.20
5891,-256.0,-1.0,0.014,1681843847.28
5892,-273.0,-1.0,0.015,1681843847.36
5893,-223.0,-1.0,0.015,1681843847.44
5894,-240.0,-1.0,0.014,1681843847.52
5895,-223.0,-1.0,0.015,1681843847.60
5896,-189.0,-1.0,0.015,1681843847.68
5897,-215.0,-1.0,0.014,1681843847.76
5898,-223.0,-1.0,0.015,1681843847.84
5899,-181.0,-1.0,0.015,1681843847.92
5900,-181.0,-1.0,0.014,1681843848.00
5901,-231.0,-1.0,0.014,1681843848.08
5902,-256.0,-1.0,0.015,1681843848.16
5903,-265.0,-1.0,0.014,1681843848.24
5904,,,,
5905,,,,
5906,-156.0,-1.0,0.015,1681843848.44
5907,-231.0,-1.0,0.014,1681843848.52
5908,-223.0,-1.0,0.015,1681843848.60
5909,-215.0,-1.0,0.015,1681843848.68
5910,-164.0,-1.0,0.014,1681843848.76
5911,-240.0,-1.0,0.015,1681843848.85
5912,-206.0,-1.0,0.015,1681843848.92
5913,-231.0,-1.0,0.014,1681843849.00
5914,-164.0,-1.0,0.015,1681843849.08
5915,-181.0,-1.0,0.015,1681843849.16
5916,-240.0,-1.0,0.014,1681843849.24
5917,-206.0,-1.0,0.015,1681843849.32
5918,-173.0,-1.0,0.015,1681843849.40
5919,-231.0,-1.0,0.014,1681843849.48
5920,-164.0,-1.0,0.015,1681843849.56
5921,-156.0,-1.0,0.014,1681843849.64
5922,-206.0,-1.0,0.014,1681843849.72
5923,,,,
5924,,,,
5925,-198.0,-1.0,0.015,1681843849.93
5926,-215.0,-1.0,0.014,1681843850.01
5927,-215.0,-1.0,0.015,1681843850.09
5928,-189.0,-1.0,0.015,1681843850.17
5929,-173.0,-1.0,0.014,1681843850.25
5930,-156.0,-1.0,0.015,1681843850.33
5931,-256.0,-1.0,0.015,1681843850.41
5932,-189.0,-1.0,0.014,1681843850.49
5933,-181.0,-1.0,0.015,1681843850.57
5934,-240.0,-1.0,0.015,1681843850.65
5935,-240.0,-1.0,0.014,1681843850.73
5936,-231.0,-1.0,0.015,1681843850.81
5937,-164.0,-1.0,0.015,1681843850.89
5938,-173.0,-1.0,0.014,1681843850.97
5939,-189.0,-1.0,0.015,1681843851.05
5940,-198.0,-1.0,0.015,1681843851.13
5941,-273.0,-1.0,0.014,1681843851.21
5942,,,,
5943,-181.0,-1.0,0.015,1681843851.36
5944,-198.0,-1.0,0.015,1681843851.44
